min: 14, max: 15, char: v, password: vdvvvvvsvvvvvfpv, valid: false
min: 2, max: 4, char: p, password: pppp, valid: true
min: 4, max: 8, char: q, password: njdqbqqqrxd, valid: true
min: 2, max: 5, char: w, password: gwmwklnkfmwjjggw, valid: true
min: 10, max: 16, char: m, password: mmmmmmmmmzkmmmmw, valid: true
min: 1, max: 2, char: w, password: btkxj, valid: false
min: 1, max: 3, char: z, password: pzphlh, valid: true
min: 7, max: 10, char: j, password: jjjjrpcpjgjjkz, valid: true
min: 3, max: 5, char: j, password: jjljjj, valid: true
min: 1, max: 5, char: l, password: lkzflppcgpll, valid: true
min: 4, max: 6, char: m, password: mmmmmrm, valid: true
min: 2, max: 4, char: m, password: vmzmmmdhcmntntlrgqk, valid: false
min: 8, max: 9, char: x, password: xxwxxxlbxxx, valid: true
min: 1, max: 2, char: s, password: rwrbhvt, valid: false
min: 1, max: 5, char: d, password: dfdhdd, valid: true
min: 6, max: 7, char: z, password: zzzzzfz, valid: true
min: 12, max: 14, char: v, password: vvvdlvqvvnvkkm, valid: false
min: 2, max: 7, char: s, password: skftlhmfdgpsp, valid: true
min: 9, max: 11, char: q, password: rlqcqvqqqqqqqqq, valid: true
min: 5, max: 6, char: g, password: ggmgwtg, valid: false
min: 5, max: 7, char: m, password: mmmmmmmmmmmmmm, valid: false
min: 4, max: 12, char: f, password: qffmdmffzfdff, valid: true
min: 8, max: 10, char: k, password: lkwlkvkkkkkkkkkqk, valid: false
min: 15, max: 17, char: p, password: qppppqppppppppzpv, valid: false
min: 3, max: 4, char: x, password: xxxxx, valid: false
min: 7, max: 8, char: x, password: xxqxdxxxxx, valid: true
min: 6, max: 10, char: b, password: bbbbmsnkfbdrbnbtlnvb, valid: true
min: 3, max: 16, char: d, password: ddmdddddrddddddp, valid: true
min: 8, max: 11, char: n, password: nnnnnnnmnjdd, valid: true
min: 3, max: 4, char: v, password: vvgd, valid: false
min: 11, max: 13, char: n, password: nnnnnnnnnnfnn, valid: true
min: 5, max: 10, char: n, password: nnnnpjnngcnqnn, valid: true
min: 7, max: 11, char: w, password: wtwbbtzswqt, valid: false
min: 1, max: 6, char: f, password: fffffwfff, valid: false
min: 8, max: 10, char: q, password: qqvqqqqqqq, valid: true
min: 2, max: 3, char: h, password: hhhh, valid: false
min: 17, max: 18, char: m, password: mmmmmmmmmmmmmmmmqmmm, valid: false
min: 10, max: 11, char: f, password: ffffffffffdff, valid: false
min: 2, max: 4, char: z, password: zzzz, valid: true
min: 5, max: 6, char: g, password: gggghz, valid: false
min: 6, max: 19, char: n, password: nnnnnqnnnnnxnvnknnnn, valid: true
min: 2, max: 6, char: h, password: rhhdbk, valid: true
min: 2, max: 5, char: w, password: fnkwgww, valid: true
min: 4, max: 5, char: c, password: cqcdgtmcccrbcckng, valid: false
min: 1, max: 12, char: h, password: hkwptjwxmmgfhbvgj, valid: true
min: 4, max: 5, char: g, password: pbhtb, valid: false
min: 1, max: 11, char: h, password: hhhhhhhhhhhhh, valid: false
min: 5, max: 11, char: v, password: gfrfvfqmgsnrtqkvq, valid: false
min: 13, max: 14, char: s, password: sstssssscssdssss, valid: true
min: 3, max: 8, char: b, password: tzjqgnkbbzzvrsb, valid: true
min: 8, max: 9, char: b, password: bbbbbbbvb, valid: true
min: 7, max: 13, char: r, password: rrhdcvrrtxmrzrmfxr, valid: true
min: 3, max: 6, char: s, password: lsshsk, valid: true
min: 2, max: 6, char: g, password: rqzpqtxmbggsgg, valid: true
min: 4, max: 5, char: b, password: lbbffb, valid: false
min: 3, max: 4, char: m, password: kmpm, valid: false
min: 8, max: 18, char: w, password: wwwwhwwhwwwwmwwpbdw, valid: true
min: 6, max: 7, char: n, password: nnnnnjn, valid: true
min: 6, max: 9, char: r, password: ggrrsqrrrqrhbmrqzgd, valid: true
min: 7, max: 9, char: g, password: rggggggzc, valid: false
min: 1, max: 8, char: n, password: nnltwnnwn, valid: true
min: 6, max: 8, char: r, password: rrrrrpxvr, valid: true
min: 4, max: 12, char: c, password: ccccccccccchcccc, valid: false
min: 1, max: 3, char: g, password: mrbgf, valid: true
min: 6, max: 12, char: p, password: zfpsppknppvpmlrspbn, valid: true
min: 1, max: 4, char: g, password: jxmmns, valid: false
min: 1, max: 11, char: q, password: zdzhtqsxkcrklwk, valid: true
min: 2, max: 4, char: x, password: svqmxxl, valid: true
min: 7, max: 8, char: l, password: lllrwllll, valid: true
min: 9, max: 18, char: v, password: zkhlxtqvvcvndkzkvvt, valid: false
min: 2, max: 9, char: f, password: fksffshzx, valid: true
min: 2, max: 5, char: j, password: jkjnj, valid: true
min: 4, max: 15, char: j, password: qjjjmvjjpvmjjjbj, valid: true
min: 1, max: 5, char: p, password: kpppx, valid: true
min: 1, max: 6, char: v, password: vjttbvffvdhvk, valid: true
min: 4, max: 17, char: l, password: wlsqvxkrjlltlnxnmds, valid: true
min: 1, max: 3, char: p, password: pdzqnp, valid: true
min: 1, max: 3, char: h, password: hhhh, valid: false
min: 2, max: 14, char: z, password: mmvzzvzzkzhzszvqzzf, valid: true
min: 3, max: 6, char: q, password: qqrjsxqqq, valid: true
min: 3, max: 5, char: h, password: hrhvr, valid: false
min: 1, max: 8, char: k, password: kkskktnkklzdkjgk, valid: true
min: 17, max: 18, char: p, password: ppppvpppqppppmpppxpp, valid: false
min: 2, max: 8, char: f, password: fffjsfbp, valid: true
min: 9, max: 10, char: v, password: vvvfvvvtvxltsvv, valid: true
min: 6, max: 12, char: j, password: jpvptjqpkjwjr, valid: false
min: 15, max: 16, char: v, password: vvvvvvvvvvvvvvvp, valid: true
min: 6, max: 8, char: q, password: qqpqbqqvqq, valid: true
min: 10, max: 12, char: n, password: nnnnnnnnnnnjn, valid: true
min: 13, max: 14, char: n, password: nnnnnnwnnnnnxgnn, valid: true
min: 2, max: 3, char: k, password: kkkxl, valid: true
min: 2, max: 3, char: w, password: ldmm, valid: false
min: 14, max: 19, char: m, password: fphmmmmmmkmmmbmdmmw, valid: false
min: 4, max: 7, char: w, password: wwwgjwww, valid: true
min: 8, max: 9, char: d, password: dddwdddddd, valid: true
min: 6, max: 7, char: w, password: wwwfwfvtw, valid: false
min: 2, max: 6, char: j, password: hlcpkj, valid: false
min: 1, max: 3, char: m, password: xsmmc, valid: true
min: 1, max: 9, char: b, password: bbbbbbbbbbb, valid: false
min: 1, max: 4, char: z, password: zsgz, valid: true
min: 2, max: 12, char: v, password: vpvvvvvvvvvmvv, valid: true
min: 2, max: 16, char: c, password: vccjrtcckcccckcsc, valid: true
min: 4, max: 15, char: d, password: cqxpptqpwmqbvsvvt, valid: false
min: 2, max: 14, char: q, password: qqqfqwpqzqsmqqvqrxjr, valid: true
min: 9, max: 10, char: w, password: wvkfhfkhwjvw, valid: false
min: 6, max: 10, char: q, password: tqqmqktxqfvq, valid: false
min: 4, max: 11, char: f, password: kvqlfqxfrsf, valid: false
min: 7, max: 14, char: m, password: rmxmmmmmmmmmmmmxmm, valid: false
min: 18, max: 19, char: v, password: vvvvvvvsvvvvvvvvvvvv, valid: true
min: 7, max: 8, char: x, password: fxnxxjjx, valid: false
min: 5, max: 6, char: d, password: dzddrd, valid: false
min: 9, max: 11, char: b, password: bbbbbrbssqtbb, valid: false
min: 14, max: 16, char: x, password: sxxxlxxxxxsxxxxxxxx, valid: true
min: 5, max: 9, char: t, password: wtttttbptttttqttmtt, valid: false
min: 11, max: 13, char: l, password: lllllflllwsll, valid: false
min: 7, max: 8, char: r, password: rrrmprjcv, valid: false
min: 6, max: 9, char: p, password: plvpdzzppptpkpkpgp, valid: true
min: 2, max: 13, char: g, password: chmjgvkvsplztzvtlzl, valid: false
min: 6, max: 8, char: z, password: czzzzjzkg, valid: false
min: 1, max: 5, char: l, password: jlltpfwlrl, valid: true
min: 6, max: 7, char: d, password: jddcggqmdddd, valid: true
min: 3, max: 5, char: c, password: cxbbc, valid: false
min: 13, max: 14, char: p, password: ppqpppppppppbs, valid: false
min: 3, max: 7, char: w, password: rwwnqlw, valid: true
min: 4, max: 5, char: v, password: vvvvv, valid: true
min: 9, max: 10, char: v, password: vvvvvvvvvm, valid: true
min: 3, max: 5, char: z, password: zmxzlz, valid: true
min: 7, max: 8, char: c, password: cccccchdc, valid: true
min: 2, max: 4, char: d, password: drddctmgd, valid: true
min: 3, max: 4, char: n, password: nnnn, valid: true
min: 3, max: 10, char: q, password: cbqszqfqqqbvrrtsfq, valid: true
min: 4, max: 17, char: p, password: pppkppppppppppppwp, valid: true
min: 11, max: 12, char: n, password: nnnnnnnnnnnn, valid: true
min: 14, max: 15, char: d, password: dddddddddddddxn, valid: false
min: 6, max: 11, char: k, password: gbmbzkcmzskpkhp, valid: false
min: 2, max: 10, char: z, password: zrzzzzzzzjzzz, valid: false
min: 1, max: 2, char: q, password: wvqq, valid: true
min: 11, max: 14, char: d, password: ddddddddddhddn, valid: true
min: 2, max: 7, char: h, password: hhhhhhhhxh, valid: false
min: 10, max: 19, char: m, password: mmkmmmmdmmmmmqhvpldm, valid: true
min: 2, max: 10, char: j, password: jbmjjjrcjj, valid: true
min: 7, max: 9, char: c, password: ccccplccccc, valid: true
min: 7, max: 19, char: c, password: cckcbwlcccccccccczp, valid: true
min: 9, max: 13, char: z, password: zzzzzzjmzzzzp, valid: true
min: 16, max: 20, char: j, password: vjkjjcjjrjjmtnbjjjnj, valid: false
