f: 14, s: 15, c: v, p: vdvvvvvsvvvvvfpv, a: f == v, b: p == v, valid: false
f: 1, s: 2, c: h, p: hhtkkpvhk, a: h == h, b: h == h, valid: false
f: 1, s: 13, c: d, p: dddddddddddddddddd, a: d == d, b: d == d, valid: false
f: 7, s: 8, c: x, p: kxxvngmqxcrqsxxlx, a: m == x, b: q == x, valid: false
f: 1, s: 4, c: m, p: zvmr, a: z == m, b: r == m, valid: false
f: 1, s: 11, c: n, p: wnfnnnsnftrnnfn, a: w == n, b: r == n, valid: false
f: 6, s: 13, c: h, p: gcrjcphhhhpgh, a: p == h, b: h == h, valid: true
f: 1, s: 4, c: h, p: jghv, a: j == h, b: v == h, valid: false
f: 7, s: 10, c: m, p: mvtqpjmvvmvgp, a: m == m, b: m == m, valid: false
f: 4, s: 7, c: j, p: pjjhjjjj, a: h == j, b: j == j, valid: true
f: 4, s: 5, c: c, p: ccmcc, a: c == c, b: c == c, valid: false
f: 1, s: 3, c: d, p: ddddd, a: d == d, b: d == d, valid: false
f: 2, s: 4, c: g, p: gdglgwn, a: d == g, b: l == g, valid: false
f: 3, s: 8, c: z, p: mbzznvds, a: z == z, b: s == z, valid: true
f: 3, s: 11, c: k, p: fkjttkdkkqbkkkkr, a: j == k, b: b == k, valid: false
f: 5, s: 10, c: n, p: nnnnwvnnncnnnnn, a: w == n, b: c == n, valid: false
f: 1, s: 5, c: p, p: wdnxzn, a: w == p, b: z == p, valid: false
f: 2, s: 4, c: h, p: phhhhhth, a: h == h, b: h == h, valid: false
f: 10, s: 12, c: p, p: ppwpwkpgppvppppr, a: p == p, b: p == p, valid: false
f: 2, s: 6, c: r, p: cdrxrrfrrztbq, a: d == r, b: r == r, valid: true
f: 6, s: 15, c: g, p: gpjggfgcglqgfggw, a: f == g, b: g == g, valid: true
f: 3, s: 4, c: q, p: qfqgq, a: q == q, b: g == q, valid: true
f: 2, s: 6, c: m, p: mmmmmf, a: m == m, b: f == m, valid: true
f: 10, s: 11, c: f, p: fffffffffff, a: f == f, b: f == f, valid: false
f: 5, s: 12, c: g, p: bvggjfggkggggrqn, a: j == g, b: g == g, valid: true
f: 5, s: 16, c: q, p: qbqjqqqxzqqqnqmhqq, a: q == q, b: h == q, valid: true
f: 3, s: 5, c: g, p: gggggg, a: g == g, b: g == g, valid: false
f: 3, s: 6, c: w, p: wzpxfbkkwtfdswwq, a: p == w, b: b == w, valid: false
f: 6, s: 7, c: x, p: xccxxrwfp, a: r == x, b: w == x, valid: false
f: 12, s: 13, c: q, p: qqqqqqqqqqqqq, a: q == q, b: q == q, valid: false
f: 7, s: 12, c: k, p: kpkkkktkkkkf, a: t == k, b: f == k, valid: false
f: 5, s: 7, c: f, p: kjlffrf, a: f == f, b: f == f, valid: false
f: 9, s: 12, c: b, p: rnlzpmxcbbbbbzb, a: b == b, b: b == b, valid: false
f: 7, s: 16, c: t, p: tztqtdvrrtgtzjtbtpt, a: v == t, b: b == t, valid: false
f: 14, s: 15, c: g, p: ghkblgpbgbrtdgg, a: g == g, b: g == g, valid: false
f: 6, s: 10, c: h, p: hdtqhhhhmlhh, a: h == h, b: l == h, valid: true
f: 6, s: 13, c: g, p: gggggzgggwggl, a: z == g, b: l == g, valid: false
f: 7, s: 9, c: v, p: kvtqvdsvvvwvpvgkhfl, a: s == v, b: v == v, valid: true
f: 10, s: 12, c: b, p: bbbbbbbbbmbtbbbb, a: m == b, b: t == b, valid: false
f: 11, s: 18, c: d, p: ddbddldhgzpkdcdddwd, a: p == d, b: w == d, valid: false
f: 12, s: 13, c: k, p: kkklkkkkkkkkkk, a: k == k, b: k == k, valid: false
f: 3, s: 4, c: v, p: rdvztvgv, a: v == v, b: z == v, valid: true
f: 4, s: 9, c: n, p: zzjtntjcdlt, a: t == n, b: d == n, valid: false
f: 11, s: 14, c: r, p: rrrrgrrrrbrrrrrrrrr, a: r == r, b: r == r, valid: false
f: 1, s: 4, c: q, p: qkvq, a: q == q, b: q == q, valid: false
f: 2, s: 9, c: z, p: wgpmpmxdz, a: g == z, b: z == z, valid: true
f: 13, s: 19, c: p, p: pmpqjpppppppjpppppkp, a: j == p, b: k == p, valid: false
f: 3, s: 4, c: s, p: smxwrsmt, a: x == s, b: w == s, valid: false
f: 1, s: 5, c: m, p: mmsmhmm, a: m == m, b: h == m, valid: true
f: 11, s: 14, c: p, p: pptmpppnpppspp, a: p == p, b: p == p, valid: false
f: 11, s: 12, c: c, p: crcccpccfpcncccc, a: c == c, b: n == c, valid: true
f: 17, s: 18, c: x, p: xnqxxxxxxxxxxxxxxxxx, a: x == x, b: x == x, valid: false
f: 1, s: 2, c: v, p: cppsvk, a: c == v, b: p == v, valid: false
f: 4, s: 6, c: p, p: gnpppg, a: p == p, b: g == p, valid: true
f: 2, s: 9, c: r, p: krbjwprvrrsmrbrjcfl, a: r == r, b: r == r, valid: false
f: 2, s: 12, c: x, p: cnqxhvppvzkxc, a: n == x, b: x == x, valid: true
f: 1, s: 4, c: g, p: bgggg, a: b == g, b: g == g, valid: true
f: 3, s: 4, c: j, p: jjjj, a: j == j, b: j == j, valid: false
f: 4, s: 6, c: l, p: lwnlljgsdtl, a: l == l, b: j == l, valid: true
f: 1, s: 8, c: v, p: vvfhxlcq, a: v == v, b: q == v, valid: true
f: 11, s: 17, c: s, p: wsssmjsjbfstglsss, a: s == s, b: s == s, valid: false
f: 6, s: 10, c: p, p: pprkpdpsgvm, a: d == p, b: v == p, valid: false
f: 13, s: 15, c: r, p: rrqrrrrrrrrrrrrr, a: r == r, b: r == r, valid: false
f: 3, s: 4, c: v, p: vvvj, a: v == v, b: j == v, valid: true
f: 1, s: 10, c: k, p: kxprmfhcqkcknpqqggt, a: k == k, b: k == k, valid: false
f: 9, s: 10, c: k, p: lrkkkkkkxtk, a: x == k, b: t == k, valid: false
f: 2, s: 14, c: r, p: rrdtrmxjwrxgrv, a: r == r, b: v == r, valid: true
f: 8, s: 12, c: q, p: qqqqqqqwqqqqq, a: w == q, b: q == q, valid: true
f: 4, s: 7, c: v, p: vvddhcs, a: d == v, b: s == v, valid: false
f: 3, s: 4, c: h, p: ghhzsvfkghshhz, a: h == h, b: z == h, valid: true
f: 9, s: 12, c: z, p: zzwctlnpzlzzzbhz, a: z == z, b: z == z, valid: false
f: 14, s: 16, c: w, p: wwwwwwwwwwwwwlwlwwww, a: l == w, b: l == w, valid: false
f: 11, s: 16, c: r, p: frrrrrrrrgrnfrrcdr, a: r == r, b: c == r, valid: true
f: 2, s: 3, c: l, p: jrlkln, a: r == l, b: l == l, valid: true
f: 11, s: 12, c: w, p: dhwpwzdpwzkf, a: k == w, b: f == w, valid: false
f: 8, s: 12, c: h, p: shpthhjhlhhhsd, a: h == h, b: h == h, valid: false
f: 4, s: 5, c: n, p: nnnnnnnnnnnnn, a: n == n, b: n == n, valid: false
f: 5, s: 9, c: d, p: dddtqdddm, a: q == d, b: m == d, valid: false
f: 2, s: 8, c: p, p: kpkhwtptjl, a: p == p, b: t == p, valid: true
f: 1, s: 9, c: k, p: rhvfjdgmjfckqnbjkxk, a: r == k, b: j == k, valid: false
f: 8, s: 12, c: s, p: srsfbqgqcjgstkldlzbj, a: q == s, b: s == s, valid: true
f: 10, s: 11, c: x, p: xkmxbndwvxx, a: x == x, b: x == x, valid: false
f: 10, s: 19, c: k, p: zksnmwtkdkzkkxnvkjk, a: k == k, b: k == k, valid: false
f: 4, s: 5, c: f, p: qjnfpsfqqfgmf, a: f == f, b: p == f, valid: true
f: 1, s: 9, c: f, p: fvfffprxffffsphpfff, a: f == f, b: f == f, valid: false
f: 2, s: 9, c: j, p: njgjjjbqjnmjxbhj, a: j == j, b: j == j, valid: false
f: 2, s: 5, c: z, p: zzzxzbfp, a: z == z, b: z == z, valid: false
f: 8, s: 15, c: f, p: ffffdqflmfffffrfw, a: l == f, b: r == f, valid: false
f: 5, s: 15, c: c, p: cxmltcccmcmgvjg, a: t == c, b: g == c, valid: false
f: 2, s: 3, c: p, p: pzqp, a: z == p, b: q == p, valid: false
f: 2, s: 8, c: d, p: fttcqdzdq, a: t == d, b: d == d, valid: true
f: 6, s: 10, c: p, p: sgphkqkspxbpfsjd, a: q == p, b: x == p, valid: false
f: 5, s: 6, c: p, p: pppppf, a: p == p, b: f == p, valid: true
f: 5, s: 15, c: r, p: rrrgrrrrsrcrrrnr, a: r == r, b: n == r, valid: true
f: 11, s: 12, c: t, p: ttttttttttlt, a: l == t, b: t == t, valid: true
f: 10, s: 11, c: w, p: wwwwwwwhxtwwww, a: t == w, b: w == w, valid: true
f: 9, s: 10, c: h, p: wklhbssjkr, a: k == h, b: r == h, valid: false
f: 9, s: 14, c: j, p: rjjgjjjfhjjpnbjjjj, a: h == j, b: b == j, valid: false
f: 2, s: 3, c: d, p: dddd, a: d == d, b: d == d, valid: false
f: 6, s: 14, c: q, p: qqqqqkqmqqqqqqq, a: k == q, b: q == q, valid: true
f: 14, s: 15, c: w, p: wwwwwwwwwwlwwxw, a: x == w, b: w == w, valid: true
f: 5, s: 9, c: s, p: vzssssssn, a: s == s, b: n == s, valid: true
f: 13, s: 14, c: n, p: nnnnnnnnnnnnxt, a: x == n, b: t == n, valid: false
f: 1, s: 9, c: w, p: cpwtwvngszwwzpwwcw, a: c == w, b: s == w, valid: false
f: 1, s: 2, c: n, p: nnnnnn, a: n == n, b: n == n, valid: false
f: 7, s: 18, c: b, p: bbbbbwbbbbbbbbbbrbb, a: b == b, b: b == b, valid: false
f: 4, s: 7, c: f, p: pfgfwhw, a: f == f, b: w == f, valid: true
f: 7, s: 13, c: q, p: qqqqqqsqqqqqhqqqq, a: s == q, b: h == q, valid: false
f: 3, s: 10, c: n, p: gnpjzgndrntnb, a: p == n, b: n == n, valid: true
f: 9, s: 13, c: q, p: qlqqqqqqqqrrqpqh, a: q == q, b: q == q, valid: false
f: 16, s: 19, c: m, p: mrqcmmpmmmmmmmmcqmfm, a: c == m, b: f == m, valid: false
f: 5, s: 11, c: p, p: fgkdvbqwpsfbpjpprgp, a: v == p, b: f == p, valid: false
f: 7, s: 11, c: q, p: fqqwdqfkqqqrssqqtp, a: f == q, b: q == q, valid: true
f: 5, s: 6, c: t, p: trtfkvg, a: k == t, b: v == t, valid: false
f: 17, s: 18, c: h, p: hhhhhhhhhhhhhhhhhh, a: h == h, b: h == h, valid: false
f: 6, s: 18, c: l, p: lllllklllllllllllbll, a: k == l, b: b == l, valid: false
f: 4, s: 9, c: q, p: hqqxqqqql, a: x == q, b: l == q, valid: false
f: 1, s: 5, c: j, p: jjjjnjjjj, a: j == j, b: n == j, valid: true
f: 3, s: 4, c: g, p: jxggg, a: g == g, b: g == g, valid: false
f: 14, s: 16, c: j, p: zljnjjsjjjjjjjjjfjjj, a: j == j, b: j == j, valid: false
f: 7, s: 9, c: m, p: pmzmmzjmxpcbrqnmmmm, a: j == m, b: x == m, valid: false
f: 3, s: 7, c: z, p: zlczjzlnrtkfss, a: c == z, b: l == z, valid: false
f: 2, s: 15, c: s, p: xzswpvgnwwjkzws, a: z == s, b: s == s, valid: true
f: 15, s: 16, c: z, p: zkzzzzzztzqzzzwzzzz, a: w == z, b: z == z, valid: true
f: 6, s: 12, c: f, p: fcffffffpfffhx, a: f == f, b: f == f, valid: false
f: 9, s: 14, c: p, p: kptdgpcvplhjhnppst, a: p == p, b: n == p, valid: true
f: 9, s: 11, c: h, p: hhhhhhhhhhmhx, a: h == h, b: m == h, valid: true
f: 2, s: 3, c: c, p: cccc, a: c == c, b: c == c, valid: false
f: 8, s: 18, c: s, p: sszslksjsrsssssssws, a: j == s, b: w == s, valid: false
f: 1, s: 6, c: h, p: rgvjlphbbhhhnkzz, a: r == h, b: p == h, valid: false
f: 2, s: 7, c: r, p: rlzrhrrrk, a: l == r, b: r == r, valid: true
f: 17, s: 19, c: h, p: hhhhhhhhhhhhhhhhhhhh, a: h == h, b: h == h, valid: false
f: 2, s: 4, c: j, p: wjzjqj, a: j == j, b: j == j, valid: false
f: 5, s: 6, c: b, p: bbbvdx, a: d == b, b: x == b, valid: false
f: 7, s: 13, c: k, p: ztqlwthlsdkrdww, a: h == k, b: d == k, valid: false
f: 1, s: 2, c: m, p: tmmm, a: t == m, b: m == m, valid: true
f: 16, s: 19, c: d, p: ddcddddddjdjdddpddd, a: p == d, b: d == d, valid: true
f: 2, s: 3, c: n, p: tvxj, a: v == n, b: x == n, valid: false
f: 13, s: 14, c: z, p: zzzzzzzzzzzzpz, a: p == z, b: z == z, valid: true
f: 6, s: 7, c: x, p: xxxxxxl, a: x == x, b: l == x, valid: true
f: 2, s: 3, c: q, p: qnrw, a: n == q, b: r == q, valid: false
f: 7, s: 10, c: l, p: ljlvfhgrmllkhlxlq, a: g == l, b: l == l, valid: true
f: 2, s: 4, c: b, p: bbbq, a: b == b, b: q == b, valid: true
f: 16, s: 17, c: h, p: hshhhhhhhmhhhhhckh, a: c == h, b: k == h, valid: false
f: 1, s: 6, c: r, p: rrkrrr, a: r == r, b: r == r, valid: false
f: 14, s: 16, c: n, p: nnnnnnnnnnnnnnqnnn, a: n == n, b: n == n, valid: false
f: 5, s: 11, c: h, p: fhhlhhhhhhjktdhngj, a: h == h, b: j == h, valid: true
f: 3, s: 4, c: g, p: gzgdvgqgq, a: g == g, b: d == g, valid: true
f: 2, s: 4, c: r, p: hvrg, a: v == r, b: g == r, valid: false
f: 7, s: 11, c: b, p: bbgcbbbqbwsbgbbbk, a: b == b, b: s == b, valid: true
f: 5, s: 9, c: m, p: hfpmxpmvmb, a: x == m, b: m == m, valid: true
f: 17, s: 20, c: v, p: vvvtvtvvvvvvvvvvqvvb, a: q == v, b: b == v, valid: false
f: 1, s: 20, c: z, p: pszbttwrmqvlrgkmmlwz, a: p == z, b: z == z, valid: true
f: 9, s: 16, c: h, p: hhhhhhhhhhhhhbhth, a: h == h, b: t == h, valid: true
f: 1, s: 2, c: n, p: nhnhh, a: n == n, b: h == n, valid: true
f: 1, s: 10, c: n, p: wnnnnnnfnrnn, a: w == n, b: r == n, valid: false
f: 1, s: 5, c: k, p: sjkkk, a: s == k, b: k == k, valid: true
f: 1, s: 7, c: k, p: lklkkkpkk, a: l == k, b: p == k, valid: false
f: 4, s: 6, c: n, p: nnnznwn, a: z == n, b: w == n, valid: false
f: 14, s: 15, c: s, p: sssssssssssssds, a: d == s, b: s == s, valid: true
f: 9, s: 14, c: z, p: zzzzjzbzzzzzzzz, a: z == z, b: z == z, valid: false
f: 16, s: 19, c: g, p: ggggfrgzgggggggnggg, a: n == g, b: g == g, valid: true
f: 9, s: 13, c: v, p: vphvvvvvvjvvvmvv, a: v == v, b: v == v, valid: false
f: 2, s: 3, c: l, p: lvvxpvvqzhdzrk, a: v == l, b: v == l, valid: false
f: 4, s: 7, c: c, p: qdhclzccwcbmvcsz, a: c == c, b: c == c, valid: false
f: 5, s: 8, c: s, p: stsskssws, a: k == s, b: w == s, valid: false
f: 3, s: 4, c: c, p: kbxp, a: x == c, b: p == c, valid: false
f: 2, s: 10, c: b, p: dtlqbbsvzbbklbgbf, a: t == b, b: b == b, valid: true
f: 8, s: 10, c: s, p: smsslsbrsbcvsjsts, a: r == s, b: b == s, valid: false
f: 2, s: 4, c: k, p: kkkkl, a: k == k, b: k == k, valid: false
f: 15, s: 16, c: x, p: xxzxfxxrdxxfxpxrxn, a: x == x, b: r == x, valid: true
f: 11, s: 18, c: h, p: hhnrdhhhhhhhhhhhjxh, a: h == h, b: x == h, valid: true
f: 1, s: 2, c: n, p: plzvhknwjn, a: p == n, b: l == n, valid: false
f: 4, s: 9, c: w, p: wwzkwwwwxww, a: k == w, b: x == w, valid: false
f: 2, s: 3, c: l, p: lllp, a: l == l, b: l == l, valid: false
f: 3, s: 9, c: j, p: fkzjnhqzpjjd, a: z == j, b: p == j, valid: false
f: 4, s: 6, c: k, p: skkltk, a: l == k, b: k == k, valid: true
f: 3, s: 4, c: k, p: klvkkkk, a: v == k, b: k == k, valid: true
f: 3, s: 4, c: k, p: kkkg, a: k == k, b: g == k, valid: true
f: 10, s: 11, c: d, p: bqdkzpxnfdd, a: d == d, b: d == d, valid: false
f: 12, s: 14, c: r, p: rqrrrrrrrrrlfxrr, a: l == r, b: x == r, valid: false
f: 2, s: 3, c: r, p: znrf, a: n == r, b: r == r, valid: true
f: 1, s: 4, c: j, p: hgzjjtnw, a: h == j, b: j == j, valid: true
f: 1, s: 6, c: w, p: mwwtwwww, a: m == w, b: w == w, valid: true
f: 14, s: 16, c: d, p: spddddtddzjsbdcx, a: d == d, b: x == d, valid: true
f: 3, s: 4, c: x, p: xxbf, a: b == x, b: f == x, valid: false
f: 11, s: 12, c: r, p: vrrrkdrsrnhrnrvrr, a: h == r, b: r == r, valid: true
f: 1, s: 4, c: c, p: clmw, a: c == c, b: w == c, valid: true
f: 3, s: 8, c: t, p: ztvndgtx, a: v == t, b: x == t, valid: false
f: 7, s: 10, c: z, p: zzzzzzzzzzzzzv, a: z == z, b: z == z, valid: false
f: 4, s: 12, c: t, p: tbrthtwtchtt, a: t == t, b: t == t, valid: false
f: 1, s: 7, c: h, p: hwhqrvhqhfh, a: h == h, b: h == h, valid: false
f: 4, s: 7, c: s, p: ssfssss, a: s == s, b: s == s, valid: false
f: 5, s: 13, c: s, p: kjtsspjmzrfxp, a: s == s, b: p == s, valid: true
f: 4, s: 7, c: z, p: zzzzzzzz, a: z == z, b: z == z, valid: false
f: 5, s: 15, c: h, p: gvhhrscmwmdhhhghhn, a: r == h, b: g == h, valid: false
f: 7, s: 8, c: r, p: rrrrrrns, a: n == r, b: s == r, valid: false
f: 6, s: 9, c: r, p: zrrrrrddr, a: r == r, b: r == r, valid: false
f: 7, s: 15, c: v, p: vvghgtjwwvzwhrk, a: j == v, b: k == v, valid: false
f: 14, s: 17, c: c, p: cccccsccccccnbtchc, a: b == c, b: h == c, valid: false
f: 2, s: 3, c: k, p: kgrgr, a: g == k, b: r == k, valid: false
f: 15, s: 17, c: k, p: kkkkkkkkkkkkkkvkk, a: v == k, b: k == k, valid: true
f: 10, s: 11, c: f, p: fffffffffvj, a: v == f, b: j == f, valid: false
f: 6, s: 8, c: r, p: prdnmrrzg, a: r == r, b: z == r, valid: true
f: 3, s: 4, c: f, p: kcfx, a: f == f, b: x == f, valid: true
f: 4, s: 5, c: k, p: kkkkkz, a: k == k, b: k == k, valid: false
f: 4, s: 15, c: t, p: ztttttqhcpstwtt, a: t == t, b: t == t, valid: false
f: 1, s: 6, c: g, p: cvgghtg, a: c == g, b: t == g, valid: false
f: 9, s: 15, c: j, p: jtrxvjtjhjjjsjj, a: h == j, b: j == j, valid: true
f: 9, s: 10, c: f, p: fffcffffff, a: f == f, b: f == f, valid: false
f: 10, s: 11, c: r, p: hjflczjkqrq, a: r == r, b: q == r, valid: true
f: 3, s: 8, c: k, p: jssmkkkbpkkjsvnhwkh, a: s == k, b: b == k, valid: false
f: 6, s: 10, c: g, p: ngggkggmbggtcgg, a: g == g, b: g == g, valid: false
f: 15, s: 16, c: x, p: xxxxxxxxxxxcxxjx, a: j == x, b: x == x, valid: true
f: 8, s: 9, c: k, p: kkkkkkkkn, a: k == k, b: n == k, valid: true
f: 7, s: 8, c: b, p: rbbbbbxdbb, a: x == b, b: d == b, valid: false
f: 2, s: 5, c: w, p: wwwdwmkhvd, a: w == w, b: w == w, valid: false
f: 1, s: 6, c: v, p: hfpwkxgvv, a: h == v, b: x == v, valid: false
f: 12, s: 14, c: z, p: zzzzzzzzzzzjzz, a: j == z, b: z == z, valid: true
f: 14, s: 16, c: s, p: ssrsmssssssssssss, a: s == s, b: s == s, valid: false
f: 3, s: 6, c: z, p: zdmzjkc, a: m == z, b: k == z, valid: false
f: 2, s: 4, c: m, p: mmbb, a: m == m, b: b == m, valid: true
f: 13, s: 18, c: w, p: lwwwwwkrwwwwwwwwwksw, a: w == w, b: k == w, valid: true
f: 5, s: 6, c: r, p: bwjrjgrrrrjbg, a: j == r, b: g == r, valid: false
f: 5, s: 9, c: r, p: rrxmrrlrrj, a: r == r, b: r == r, valid: false
f: 2, s: 4, c: g, p: gggk, a: g == g, b: k == g, valid: true
f: 5, s: 10, c: s, p: ssssgmssrscptfrc, a: g == s, b: s == s, valid: true
f: 6, s: 8, c: q, p: qqqqqzqqq, a: z == q, b: q == q, valid: true
f: 16, s: 17, c: m, p: kmmmmmqmxmlpsmmmm, a: m == m, b: m == m, valid: false
f: 7, s: 10, c: t, p: thxvtttztttjttvtkrcc, a: t == t, b: t == t, valid: false
f: 2, s: 4, c: p, p: pppp, a: p == p, b: p == p, valid: false
f: 4, s: 8, c: q, p: njdqbqqqrxd, a: q == q, b: q == q, valid: false
f: 2, s: 5, c: w, p: gwmwklnkfmwjjggw, a: w == w, b: k == w, valid: true
f: 10, s: 16, c: m, p: mmmmmmmmmzkmmmmw, a: z == m, b: w == m, valid: false
f: 1, s: 2, c: w, p: btkxj, a: b == w, b: t == w, valid: false
f: 1, s: 3, c: z, p: pzphlh, a: p == z, b: p == z, valid: false
f: 7, s: 10, c: j, p: jjjjrpcpjgjjkz, a: c == j, b: g == j, valid: false
f: 3, s: 5, c: j, p: jjljjj, a: l == j, b: j == j, valid: true
f: 1, s: 5, c: l, p: lkzflppcgpll, a: l == l, b: l == l, valid: false
f: 4, s: 6, c: m, p: mmmmmrm, a: m == m, b: r == m, valid: true
f: 2, s: 4, c: m, p: vmzmmmdhcmntntlrgqk, a: m == m, b: m == m, valid: false
f: 8, s: 9, c: x, p: xxwxxxlbxxx, a: b == x, b: x == x, valid: true
f: 1, s: 2, c: s, p: rwrbhvt, a: r == s, b: w == s, valid: false
f: 1, s: 5, c: d, p: dfdhdd, a: d == d, b: d == d, valid: false
f: 6, s: 7, c: z, p: zzzzzfz, a: f == z, b: z == z, valid: true
f: 12, s: 14, c: v, p: vvvdlvqvvnvkkm, a: k == v, b: m == v, valid: false
f: 2, s: 7, c: s, p: skftlhmfdgpsp, a: k == s, b: m == s, valid: false
f: 9, s: 11, c: q, p: rlqcqvqqqqqqqqq, a: q == q, b: q == q, valid: false
f: 5, s: 6, c: g, p: ggmgwtg, a: w == g, b: t == g, valid: false
f: 5, s: 7, c: m, p: mmmmmmmmmmmmmm, a: m == m, b: m == m, valid: false
f: 4, s: 12, c: f, p: qffmdmffzfdff, a: m == f, b: f == f, valid: true
f: 8, s: 10, c: k, p: lkwlkvkkkkkkkkkqk, a: k == k, b: k == k, valid: false
f: 15, s: 17, c: p, p: qppppqppppppppzpv, a: z == p, b: v == p, valid: false
f: 3, s: 4, c: x, p: xxxxx, a: x == x, b: x == x, valid: false
f: 7, s: 8, c: x, p: xxqxdxxxxx, a: x == x, b: x == x, valid: false
f: 6, s: 10, c: b, p: bbbbmsnkfbdrbnbtlnvb, a: s == b, b: b == b, valid: true
f: 3, s: 16, c: d, p: ddmdddddrddddddp, a: m == d, b: p == d, valid: false
f: 8, s: 11, c: n, p: nnnnnnnmnjdd, a: m == n, b: d == n, valid: false
f: 3, s: 4, c: v, p: vvgd, a: g == v, b: d == v, valid: false
f: 11, s: 13, c: n, p: nnnnnnnnnnfnn, a: f == n, b: n == n, valid: true
f: 5, s: 10, c: n, p: nnnnpjnngcnqnn, a: p == n, b: c == n, valid: false
f: 7, s: 11, c: w, p: wtwbbtzswqt, a: z == w, b: t == w, valid: false
f: 1, s: 6, c: f, p: fffffwfff, a: f == f, b: w == f, valid: true
f: 8, s: 10, c: q, p: qqvqqqqqqq, a: q == q, b: q == q, valid: false
f: 2, s: 3, c: h, p: hhhh, a: h == h, b: h == h, valid: false
f: 17, s: 18, c: m, p: mmmmmmmmmmmmmmmmqmmm, a: q == m, b: m == m, valid: true
f: 10, s: 11, c: f, p: ffffffffffdff, a: f == f, b: d == f, valid: true
f: 2, s: 4, c: z, p: zzzz, a: z == z, b: z == z, valid: false
f: 5, s: 6, c: g, p: gggghz, a: h == g, b: z == g, valid: false
f: 6, s: 19, c: n, p: nnnnnqnnnnnxnvnknnnn, a: q == n, b: n == n, valid: true
f: 2, s: 6, c: h, p: rhhdbk, a: h == h, b: k == h, valid: true
f: 2, s: 5, c: w, p: fnkwgww, a: n == w, b: g == w, valid: false
f: 4, s: 5, c: c, p: cqcdgtmcccrbcckng, a: d == c, b: g == c, valid: false
f: 1, s: 12, c: h, p: hkwptjwxmmgfhbvgj, a: h == h, b: f == h, valid: true
f: 4, s: 5, c: g, p: pbhtb, a: t == g, b: b == g, valid: false
f: 1, s: 11, c: h, p: hhhhhhhhhhhhh, a: h == h, b: h == h, valid: false
f: 5, s: 11, c: v, p: gfrfvfqmgsnrtqkvq, a: v == v, b: n == v, valid: true
f: 13, s: 14, c: s, p: sstssssscssdssss, a: s == s, b: s == s, valid: false
f: 3, s: 8, c: b, p: tzjqgnkbbzzvrsb, a: j == b, b: b == b, valid: true
f: 8, s: 9, c: b, p: bbbbbbbvb, a: v == b, b: b == b, valid: true
f: 7, s: 13, c: r, p: rrhdcvrrtxmrzrmfxr, a: r == r, b: z == r, valid: true
f: 3, s: 6, c: s, p: lsshsk, a: s == s, b: k == s, valid: true
f: 2, s: 6, c: g, p: rqzpqtxmbggsgg, a: q == g, b: t == g, valid: false
f: 4, s: 5, c: b, p: lbbffb, a: f == b, b: f == b, valid: false
f: 3, s: 4, c: m, p: kmpm, a: p == m, b: m == m, valid: true
f: 8, s: 18, c: w, p: wwwwhwwhwwwwmwwpbdw, a: h == w, b: d == w, valid: false
f: 6, s: 7, c: n, p: nnnnnjn, a: j == n, b: n == n, valid: true
f: 6, s: 9, c: r, p: ggrrsqrrrqrhbmrqzgd, a: q == r, b: r == r, valid: true
f: 7, s: 9, c: g, p: rggggggzc, a: g == g, b: c == g, valid: true
f: 1, s: 8, c: n, p: nnltwnnwn, a: n == n, b: w == n, valid: true
f: 6, s: 8, c: r, p: rrrrrpxvr, a: p == r, b: v == r, valid: false
f: 4, s: 12, c: c, p: ccccccccccchcccc, a: c == c, b: h == c, valid: true
f: 1, s: 3, c: g, p: mrbgf, a: m == g, b: b == g, valid: false
f: 6, s: 12, c: p, p: zfpsppknppvpmlrspbn, a: p == p, b: p == p, valid: false
f: 1, s: 4, c: g, p: jxmmns, a: j == g, b: m == g, valid: false
f: 1, s: 11, c: q, p: zdzhtqsxkcrklwk, a: z == q, b: r == q, valid: false
f: 2, s: 4, c: x, p: svqmxxl, a: v == x, b: m == x, valid: false
f: 7, s: 8, c: l, p: lllrwllll, a: l == l, b: l == l, valid: false
f: 9, s: 18, c: v, p: zkhlxtqvvcvndkzkvvt, a: v == v, b: v == v, valid: false
f: 2, s: 9, c: f, p: fksffshzx, a: k == f, b: x == f, valid: false
f: 2, s: 5, c: j, p: jkjnj, a: k == j, b: j == j, valid: true
f: 4, s: 15, c: j, p: qjjjmvjjpvmjjjbj, a: j == j, b: b == j, valid: true
f: 1, s: 5, c: p, p: kpppx, a: k == p, b: x == p, valid: false
f: 1, s: 6, c: v, p: vjttbvffvdhvk, a: v == v, b: v == v, valid: false
f: 4, s: 17, c: l, p: wlsqvxkrjlltlnxnmds, a: q == l, b: m == l, valid: false
f: 1, s: 3, c: p, p: pdzqnp, a: p == p, b: z == p, valid: true
f: 1, s: 3, c: h, p: hhhh, a: h == h, b: h == h, valid: false
f: 2, s: 14, c: z, p: mmvzzvzzkzhzszvqzzf, a: m == z, b: z == z, valid: true
f: 3, s: 6, c: q, p: qqrjsxqqq, a: r == q, b: x == q, valid: false
f: 3, s: 5, c: h, p: hrhvr, a: h == h, b: r == h, valid: true
f: 1, s: 8, c: k, p: kkskktnkklzdkjgk, a: k == k, b: k == k, valid: false
f: 17, s: 18, c: p, p: ppppvpppqppppmpppxpp, a: p == p, b: x == p, valid: true
